Author;Project/Subproject;Reviewer;Change_Size;File Info;Subject;Closed At;status
1798109;renovatebot/docker-go;6311784;4;['Dockerfile', 'Dockerfile'];renovatebot/docker-go;2020-04-12T14:58:41Z;closed
1798109;renovatebot/docker-python;6311784;2;['Dockerfile', '.github/workflows/build.yml', 'builder.json', 'builder.json', 'builder.json', 'builder.json', 'Dockerfile', 'builder.json', 'builder.json'];renovatebot/docker-python;2020-04-30T11:16:54Z;closed
1798109;renovatebot/docker-python;6311784;5;['.dockerignore', '.editorconfig', '.github/workflows/build.yml', 'Dockerfile', 'README.md', 'builder.json', 'renovate.json', 'builder.json', '.github/workflows/build.yml', 'Dockerfile', 'Dockerfile'];renovatebot/docker-python;2020-04-23T16:33:02Z;closed
1798109;renovatebot/docker-java;6311784;69;['Dockerfile', '.github/workflows/test.yml', '.github/workflows/release.yml', 'Dockerfile', '.github/workflows/release.yml', '.github/workflows/test.yml', '.github/workflows/release.yml', '.github/workflows/test.yml', 'Dockerfile', '.editorconfig', '.github/workflows/build.yml', '.github/workflows/test.yml', 'Dockerfile', 'Dockerfile', '.github/workflows/build.yml', '.github/workflows/build.yml', 'Dockerfile', '.github/workflows/build.yml', '.github/workflows/build.yml', 'README.md', '.github/workflows/build.yml', '.github/workflows/build.yml', '.github/workflows/build.yml', 'Dockerfile', '.github/workflows/build.yml', 'Dockerfile', 'Dockerfile', '.dockerignore', '.github/workflows/build.yml', 'Dockerfile', 'README.md', 'builder.json'];renovatebot/docker-java;2020-04-17T13:40:32Z;closed
1798109;renovatebot/docker-gradle;6311784;8;['.github/workflows/build.yml', 'Dockerfile', 'renovate.json', '.github/workflows/build.yml', '.github/workflows/build.yml', '.github/workflows/build.yml', '.prettierrc'];renovatebot/docker-gradle;2020-12-04T08:48:24Z;closed
1798109;renovatebot/docker-gradle;6311784;2;['.github/workflows/release.yml', '.github/workflows/test.yml', 'Dockerfile', 'renovate.json', 'Dockerfile', '.editorconfig', '.github/workflows/build.yml', '.github/workflows/test.yml', 'README.md', '.github/workflows/build.yml', '.github/workflows/build.yml', '.github/workflows/build.yml', '.github/workflows/build.yml', '.github/workflows/build.yml', '.github/workflows/build.yml', 'Dockerfile', 'Dockerfile', '.github/workflows/build.yml', 'Dockerfile', '.github/workflows/build.yml', '.github/workflows/build.yml', '.github/workflows/build.yml', '.github/workflows/build.yml', 'Dockerfile', 'Dockerfile', '.dockerignore', '.github/workflows/build.yml', 'Dockerfile', 'README.md', 'builder.json', 'Dockerfile', 'Dockerfile', 'builder.json'];renovatebot/docker-gradle;2020-04-17T13:27:18Z;closed
1798109;renovatebot/docker-rust;6311784;2;['.github/workflows/build.yml', '.github/workflows/build.yml', '.github/workflows/build.yml', '.github/workflows/build.yml', 'Dockerfile', '.github/workflows/build.yml'];renovatebot/docker-rust;2020-06-05T05:51:54Z;closed
1798109;renovatebot/docker-rust;6311784;3;['.github/workflows/build.yml', 'Dockerfile', 'README.md', 'builder.json', 'renovate.json', '.editorconfig', 'Dockerfile', '.dockerignore', 'LICENSE', 'Dockerfile', '.github/workflows/build.yml', 'Dockerfile', 'Dockerfile', 'Dockerfile', 'Dockerfile', '.github/workflows/build.yml', '.github/workflows/build.yml'];renovatebot/docker-rust;2020-06-03T08:50:07Z;closed
1239644;renovatebot/renovate;6311784;298;['lib/manager/npm/extract/index.spec.ts'];renovatebot/renovate;2021-12-23T11:55:12Z;closed
29139614;renovatebot/renovate;6311784;10;['package.json', 'yarn.lock'];renovatebot/renovate;2022-01-06T21:48:04Z;closed
1798109;renovatebot/renovate;1358764;8;['lib/expose.cjs', 'lib/globals.d.ts', 'lib/types/base.ts', 'lib/util/git/index.ts', 'lib/util/http/index.ts', 'lib/util/regex.ts', 'lib/workers/global/config/parse/cli.ts', 'lib/workers/global/index.ts', 'lib/workers/repository/index.ts', 'test/static-files.spec.ts', 'tsconfig.app.json', '.github/workflows/build.yml', 'lib/expose.cjs', 'lib/globals.d.ts', 'lib/types/base.ts'];renovatebot/renovate;2021-12-22T16:01:29Z;closed
1814900;renovatebot/pep440;6311784;9;['.eslintrc.js', '.travis.yml', 'README.md', 'index.js', 'lib/operator.js', 'lib/semantic.js', 'lib/specifier.js', 'lib/version.js', 'package.json', 'renovate.json', 'test/.eslintrc.js', 'test/fixture.js', 'test/operator.test.js', 'test/semantic.test.js', 'test/specifier.test.js', 'test/version.explain.test.js', 'test/version.test.js', 'package-lock.json', 'package.json'];renovatebot/pep440;2018-07-29T17:17:36Z;closed
1798109;renovatebot/docker-composer;6311784;2;['Dockerfile', 'renovate.json', 'Dockerfile'];renovatebot/docker-composer;2020-03-16T14:32:38Z;closed
1798109;renovatebot/docker-composer;6311784;2;['Dockerfile', 'renovate.json', 'Dockerfile', 'renovate.json', 'Dockerfile', 'Dockerfile'];renovatebot/docker-composer;2020-03-16T09:35:11Z;closed
1798109;renovatebot/docker-composer;6311784;0;['Dockerfile', '.dockerignore', '.github/workflows/test.yml'];renovatebot/docker-composer;2020-03-16T09:09:15Z;closed
1798109;renovatebot/docker-composer;6311784;20;['Dockerfile', 'renovate.json'];renovatebot/docker-composer;2020-03-16T06:45:06Z;closed
1798109;renovatebot/docker-composer;6311784;8;['.dockerignore', '.github/workflows/test.yml', '.github/workflows/test.yml', '.github/workflows/test.yml'];renovatebot/docker-composer;2020-03-16T06:35:16Z;closed
1798109;renovatebot/docker-go;6311784;1;['.dockerignore', '.github/workflows/release.yml', '.github/workflows/test.yml', '.gitignore', 'Dockerfile', 'renovate.json', '.github/workflows/release.yml', '.github/workflows/test.yml', '.github/workflows/release.yml', '.github/workflows/test.yml', '.github/workflows/release.yml', '.github/workflows/test.yml', '.github/workflows/test.yml'];renovatebot/docker-go;2020-03-19T09:38:41Z;closed
