Author;Project/Subproject;Reviewer;Change_Size;File Info;Subject;Closed At;status
601530;facebook/hhvm;360927;2;['third-party/README.md'];facebook/hhvm;2022-03-21T20:06:26Z;closed
83960876;facebook/facebook-ios-sdk;30927;14200;['sdk', '.swiftlint.yml', 'CHANGELOG.md', 'Configurations/Common.xcconfig', 'Configurations/Version.xcconfig', 'FBAEMKit.podspec', 'FBAEMKit/Configurations/FBAEMKit-Dynamic.xcconfig', 'FBAEMKit/Configurations/FBAEMKit.xcconfig', 'FBAEMKit/Configurations/FBAEMKitTests.xcconfig', 'FBAEMKit/Configurations/Shared/Analyzer.xcconfig', 'FBAEMKit/Configurations/Shared/Common.xcconfig', 'FBAEMKit/Configurations/Shared/Configuration/Debug.xcconfig', 'FBAEMKit/Configurations/Shared/Configuration/Release.xcconfig', 'FBAEMKit/Configurations/Shared/FacebookSDK-Application.xcconfig', 'FBAEMKit/Configurations/Shared/FacebookSDK-ApplicationTests.xcconfig', 'FBAEMKit/Configurations/Shared/FacebookSDK-DynamicFramework.xcconfig', 'FBAEMKit/Configurations/Shared/FacebookSDK-Library.xcconfig', 'FBAEMKit/Configurations/Shared/FacebookSDK-LogicTests.xcconfig', 'FBAEMKit/Configurations/Shared/FacebookSDK-Project-Debug.xcconfig', 'FBAEMKit/Configurations/Shared/FacebookSDK-Project-Release.xcconfig', 'FBAEMKit/Configurations/Shared/FacebookSDK-Project.xcconfig', 'FBAEMKit/Configurations/Shared/Platform/iOS.xcconfig', 'FBAEMKit/Configurations/Shared/Target/Application.xcconfig', 'FBAEMKit/Configurations/Shared/Target/DynamicFramework.xcconfig', 'FBAEMKit/Configurations/Shared/Target/StaticFramework.xcconfig', 'FBAEMKit/Configurations/Shared/Version.xcconfig', 'FBAEMKit/Configurations/Shared/Warnings.xcconfig', 'FBAEMKit/FBAEMKit.xcodeproj/project.pbxproj', 'FBAEMKit/FBAEMKit.xcodeproj/xcshareddata/xcschemes/FBAEMKit-Dynamic.xcscheme', 'FBAEMKit/FBAEMKit.xcodeproj/xcshareddata/xcschemes/FBAEMKit-Universal.xcscheme', 'FBAEMKit/FBAEMKit.xcodeproj/xcshareddata/xcschemes/FBAEMKit.xcscheme', 'FBAEMKit/FBAEMKit/FBAEMKit.modulemap', 'FBAEMKit/FBAEMKit/Info.plist', 'FBAEMKit/FBAEMKitTests/FBAEM+Testing.h', 'FBAEMKit/FBAEMKitTests/FBAEMAdvertiserMultiEntryRuleTests.swift', 'FBAEMKit/FBAEMKitTests/FBAEMAdvertiserRuleFactoryTests.swift', 'FBAEMKit/FBAEMKitTests/FBAEMAdvertiserSingleEntryRuleTests.swift', 'FBAEMKit/FBAEMKitTests/FBAEMConfigurationTests.swift', 'FBAEMKit/FBAEMKitTests/FBAEMEventTests.swift', 'FBAEMKit/FBAEMKitTests/FBAEMInvocationTests.swift', 'FBAEMKit/FBAEMKitTests/FBAEMKitTests-Bridging-Header.h', 'FBAEMKit/FBAEMKitTests/FBAEMRuleTests.swift', 'FBAEMKit/FBAEMKitTests/FBAEMTestCoder.h', 'FBAEMKit/FBAEMKitTests/Helpers/FBAEMTestCoder.m', 'FBAEMKit/FBAEMKitTests/Helpers/Fuzzer.swift', 'FBAEMKit/FBAEMKitTests/Helpers/SampleAEMConfigurations.swift', 'FBAEMKit/FBAEMKitTests/Helpers/SampleAEMData.swift', 'FBAEMKit/FBAEMKitTests/Helpers/SampleAEMInvocations.swift', 'FBAEMKit/FBAEMKitTests/Helpers/SampleAEMSingleEntryRules.swift', 'FBAEMKit/FBAEMKitTests/Helpers/TestInvocation.swift', 'FBAEMKit/FBAEMKitTests/Info.plist', 'FBAEMKit/project.yml', 'FBSDKCoreKit.podspec', 'FBSDKCoreKit/FBSDKCoreKit.xcodeproj/project.pbxproj', 'FBSDKCoreKit/FBSDKCoreKit.xcodeproj/xcshareddata/xcschemes/FBSDKCoreKit-Dynamic.xcscheme', 'FBSDKCoreKit/FBSDKCoreKit.xcodeproj/xcshareddata/xcschemes/FBSDKCoreKit-Universal.xcscheme', 'FBSDKCoreKit/FBSDKCoreKit.xcodeproj/xcshareddata/xcschemes/FBSDKCoreKit.xcscheme', 'FBSDKCoreKit/FBSDKCoreKit.xcodeproj/xcshareddata/xcschemes/FBSDKCoreKit_TV-Dynamic.xcscheme', 'FBSDKCoreKit/FBSDKCoreKit.xcodeproj/xcshareddata/xcschemes/FBSDKCoreKit_TV-Universal.xcscheme', 'FBSDKCoreKit/FBSDKCoreKit/AppEvents/FBSDKAppEvents.m', 'FBSDKCoreKit/FBSDKCoreKit/AppEvents/Internal/AEM/FBSDKAEMNetworker.h', 'FBSDKCoreKit/FBSDKCoreKit/AppEvents/Internal/AEM/FBSDKAEMNetworker.m', 'FBSDKCoreKit/FBSDKCoreKit/AppEvents/Internal/Codeless/FBSDKCodelessIndexer.m', 'FBSDKCoreKit/FBSDKCoreKit/AppEvents/Internal/Codeless/FBSDKEventBinding.m', 'FBSDKCoreKit/FBSDKCoreKit/AppEvents/Internal/FBSDKAppEventsAtePublisher.m', 'FBSDKCoreKit/FBSDKCoreKit/AppEvents/Internal/FBSDKAppEventsConfiguration.h', 'FBSDKCoreKit/FBSDKCoreKit/AppEvents/Internal/FBSDKAppEventsDeviceInfo.m', 'FBSDKCoreKit/FBSDKCoreKit/AppEvents/Internal/FBSDKAppEventsUtility.m', 'FBSDKCoreKit/FBSDKCoreKit/AppEvents/Internal/FBSDKAtePublisherCreating.h', 'FBSDKCoreKit/FBSDKCoreKit/AppEvents/Internal/FBSDKAtePublisherFactory.m', 'FBSDKCoreKit/FBSDKCoreKit/AppEvents/Internal/FBSDKTimeSpentData.m', 'FBSDKCoreKit/FBSDKCoreKit/AppEvents/Internal/SuggestedEvents/FBSDKSuggestedEventsIndexer.m', 'FBSDKCoreKit/FBSDKCoreKit/AppLink/FBSDKAppLinkUtility.m', 'FBSDKCoreKit/FBSDKCoreKit/AppLink/FBSDKWebViewAppLinkResolver.m', 'FBSDKCoreKit/FBSDKCoreKit/FBSDKAccessToken.h', 'FBSDKCoreKit/FBSDKCoreKit/FBSDKAccessToken.m', 'FBSDKCoreKit/FBSDKCoreKit/FBSDKApplicationDelegate.h', 'FBSDKCoreKit/FBSDKCoreKit/FBSDKApplicationDelegate.m', 'FBSDKCoreKit/FBSDKCoreKit/FBSDKAuthenticationToken.h', 'FBSDKCoreKit/FBSDKCoreKit/FBSDKBridgeAPI.m', 'FBSDKCoreKit/FBSDKCoreKit/FBSDKBridgeAPIRequest.h', 'FBSDKCoreKit/FBSDKCoreKit/FBSDKBridgeAPIRequest.m', 'FBSDKCoreKit/FBSDKCoreKit/FBSDKBridgeAPIResponse.h', 'FBSDKCoreKit/FBSDKCoreKit/FBSDKBridgeAPIResponse.m', 'FBSDKCoreKit/FBSDKCoreKit/FBSDKCoreKit.h', 'FBSDKCoreKit/FBSDKCoreKit/FBSDKCoreKitVersions.h', 'FBSDKCoreKit/FBSDKCoreKit/FBSDKError.h', 'FBSDKCoreKit/FBSDKCoreKit/FBSDKError.m', 'FBSDKCoreKit/FBSDKCoreKit/FBSDKGraphRequestConnectionFactory.h', 'FBSDKCoreKit/FBSDKCoreKit/FBSDKGraphRequestConnectionFactory.m', 'FBSDKCoreKit/FBSDKCoreKit/FBSDKGraphRequestConnectionProviding.h', 'FBSDKCoreKit/FBSDKCoreKit/FBSDKInternalUtility.h', 'FBSDKCoreKit/FBSDKCoreKit/FBSDKInternalUtility.m', 'FBSDKCoreKit/FBSDKCoreKit/FBSDKLocation.h', 'FBSDKCoreKit/FBSDKCoreKit/FBSDKMutableCopying.h', 'FBSDKCoreKit/FBSDKCoreKit/FBSDKProfilePictureView.m', 'FBSDKCoreKit/FBSDKCoreKit/FBSDKSettings.m', 'FBSDKCoreKit/FBSDKCoreKit/FBSDKSettingsProtocol.h', 'FBSDKCoreKit/FBSDKCoreKit/FBSDKUserAgeRange.h', 'FBSDKCoreKit/FBSDKCoreKit/FBSDKUtility.m', 'FBSDKCoreKit/FBSDKCoreKit/FBSDKWebDialogView.h', 'FBSDKCoreKit/FBSDKCoreKit/FBSDKWebDialogView.m', 'FBSDKCoreKit/FBSDKCoreKit/GraphAPI/FBSDKGraphRequest.m', 'FBSDKCoreKit/FBSDKCoreKit/GraphAPI/FBSDKGraphRequestConnection.m', 'FBSDKCoreKit/FBSDKCoreKit/Internal/BridgeAPI/ProtocolVersions/FBSDKBridgeAPIProtocolNativeV1.m', 'FBSDKCoreKit/FBSDKCoreKit/Internal/BridgeAPI/ProtocolVersions/FBSDKBridgeAPIProtocolWebV1.m', 'FBSDKCoreKit/FBSDKCoreKit/Internal/BridgeAPI/ProtocolVersions/FBSDKBridgeAPIProtocolWebV2.m', 'FBSDKCoreKit/FBSDKCoreKit/Internal/FBSDKAuthenticationStatusUtility.m', 'FBSDKCoreKit/FBSDKCoreKit/Internal/FBSDKAuthenticationToken+Internal.h', 'FBSDKCoreKit/FBSDKCoreKit/Internal/FBSDKCoreKit+Internal.h', 'FBSDKCoreKit/FBSDKCoreKit/Internal/FBSDKCoreKitAEMImport.h', 'FBSDKCoreKit/FBSDKCoreKit/Internal/FBSDKError+Internal.h', 'FBSDKCoreKit/FBSDKCoreKit/Internal/FBSDKInternalUtility+Internal.h', 'FBSDKCoreKit/FBSDKCoreKit/Internal/FBSDKInternalUtility+WindowFinding.h', 'FBSDKCoreKit/FBSDKCoreKit/Internal/FBSDKLogger.m', 'FBSDKCoreKit/FBSDKCoreKit/Internal/FBSDKSettings+Internal.h', 'FBSDKCoreKit/FBSDKCoreKit/Internal/Instrument/CrashReport/FBSDKCrashObserver+Internal.h', 'FBSDKCoreKit/FBSDKCoreKit/Internal/Instrument/CrashReport/FBSDKCrashObserver.m', 'FBSDKCoreKit/FBSDKCoreKit/Internal/Instrument/CrashReport/FBSDKCrashShield.m', 'FBSDKCoreKit/FBSDKCoreKit/Internal/Instrument/ErrorReport/FBSDKErrorReport.h', 'FBSDKCoreKit/FBSDKCoreKit/Internal/Instrument/ErrorReport/FBSDKErrorReport.m', 'FBSDKCoreKit/FBSDKCoreKit/Internal/Network/FBSDKGraphRequest+Internal.h', 'FBSDKCoreKit/FBSDKCoreKit/Internal/ServerConfiguration/FBSDKDialogConfiguration.h', 'FBSDKCoreKit/FBSDKCoreKit/Internal/ServerConfiguration/FBSDKErrorConfiguration.m', 'FBSDKCoreKit/FBSDKCoreKit/Internal/ServerConfiguration/FBSDKServerConfiguration.h', 'FBSDKCoreKit/FBSDKCoreKit/Internal/ServerConfiguration/FBSDKServerConfigurationManager.m', 'FBSDKCoreKit/FBSDKCoreKit/Internal/UI/FBSDKViewImpressionTracker.m', 'FBSDKCoreKit/FBSDKCoreKit/Internal/WebDialog/FBSDKWebDialog.m', 'FBSDKCoreKit/FBSDKCoreKit/include/FBSDKCopying.h', 'FBSDKCoreKit/FBSDKCoreKit/include/FBSDKError.h', 'FBSDKCoreKit/FBSDKCoreKit/include/FBSDKGraphRequestConnectionFactory.h', 'FBSDKCoreKit/FBSDKCoreKit/include/FBSDKGraphRequestConnectionProviding.h', 'FBSDKCoreKit/FBSDKCoreKit/include/FBSDKInternalUtility.h', 'FBSDKCoreKit/FBSDKCoreKit/include/FBSDKWebDialogView.h', 'FBSDKCoreKit/FBSDKCoreKitTests/AuthenticationTokenTests.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/FBSDKAppLinkUtilityTests.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/FBSDKApplicationDelegateTests.m', 'FBSDKCoreKit/FBSDKCoreKitTests/FBSDKAuthenticationTokenTests.m', 'FBSDKCoreKit/FBSDKCoreKitTests/FBSDKCoreKitTests-Bridging-Header.h', 'FBSDKCoreKit/FBSDKCoreKitTests/FBSDKGraphRequestTests.m', 'FBSDKCoreKit/FBSDKCoreKitTests/FBSDKLocationTests.m', 'FBSDKCoreKit/FBSDKCoreKitTests/FBSDKUserAgeRangeTests.m', 'FBSDKCoreKit/FBSDKCoreKitTests/FBSDKUtilityTests.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Interfaces/ApplicationDelegate+Testing.h', 'FBSDKCoreKit/FBSDKCoreKitTests/Interfaces/FBSDKAppEvents+Testing.h', 'FBSDKCoreKit/FBSDKCoreKitTests/Interfaces/FBSDKError+Testing.h', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/AppEvents/AEM/FBSDKAEMReporterTests.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/AppEvents/AppEventsPublishAteTests.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/AppEvents/Codeless/CodelessIndexerTests.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/AppEvents/EventDeactivation/FBSDKEventDeactivationTests.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/AppEvents/FBSDKAppEventsNumberParserTests.m', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/AppEvents/FBSDKAppEventsNumberParserTests.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/AppEvents/FBSDKAppEventsPublishAteTests.m', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/AppEvents/FBSDKAppEventsStateTests.m', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/AppEvents/FBSDKAppEventsTests.m', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/AppEvents/Integrity/FBSDKRestrictiveDataFilterTests.m', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/AppEvents/Integrity/FBSDKRestrictiveDataTests.m', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/AppEvents/ML/FBSDKModelManagerTests.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/AppEvents/PaymentProductRequestorTests.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/AppEvents/SKAdNetwork/FBSDKSKAdNetworkReporterTests.m', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/AppEvents/SuggestedEvent/FBSDKFeatureExtractorTests.m', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/AppEvents/SuggestedEventsIndexerTests.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/AppEvents/ViewHierarchy/FBSDKViewHierarchyTests.m', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/AppEvents/ViewHierarchy/ObjCTestObject.m', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/AppEvents/ViewHierarchy/ViewHierarchyTests.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/AppLinks/AppLinkResolverRequestBuilderTests.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/AppLinks/FBSDKAppLinkResolverRequestBuilderTests.m', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/BridgeAPI/FBSDKBridgeAPIOpenUrlWithSafariTests.m', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/BridgeAPI/FBSDKBridgeAPITests.h', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/BridgeAPI/ProtocolVersions/FBSDKBridgeAPIProtocolWebV2Tests.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/FBSDKInternalUtilityTests.m', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/FBSDKSettingsTests.m', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/Helpers/FBSDKServerConfigurationFixtures.h', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/Helpers/FBSDKServerConfigurationFixtures.m', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/Helpers/FakeLoginManager.h', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/Helpers/FakeLoginManager.m', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/Helpers/FakeLoginManager.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/Helpers/SampleEventBindings.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/Helpers/SampleProducts.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/Helpers/ServerConfigurationFixtures.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/Helpers/TestAppURLSchemeProvider.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/Helpers/TestAtePublisherFactory.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/Helpers/TestNotificationCenter.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/Helpers/TestOnDeviceMLModelManager.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/Helpers/TestProductDiscount.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/Helpers/TestProductSubscriptionPeriod.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/Helpers/TestProfileProvider.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/Helpers/TestServerConfigurationProvider.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/Helpers/TestSettings.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/Helpers/TestTimeSpentRecorderFactory.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/Helpers/TestTokenCache.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/Helpers/TestURLSessionProxyFactory.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/Helpers/TestViewControllerTransitionCoordinator.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/Helpers/UserDefaultsSpy.m', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/Helpers/UserDefaultsSpy.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/Network/FBSDKGraphRequestBodyTests.m', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/Network/FBSDKGraphRequestPiggybackManagerTests.m', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/Network/GraphRequestBodyTests.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/Internal/ServerConfiguration/FBSDKServerConfigurationTests.m', 'FBSDKCoreKit/FBSDKCoreKitTests/LocationTests.swift', 'FBSDKCoreKit/FBSDKCoreKitTests/UserAgeRangeTests.swift', 'FBSDKCoreKit/project.yml', 'FBSDKCoreKit_Basics.podspec', 'FBSDKCoreKit_Basics/FBSDKCoreKit_Basics.xcodeproj/project.pbxproj', 'FBSDKCoreKit_Basics/FBSDKCoreKit_Basics.xcodeproj/xcshareddata/xcschemes/BuildCoreKitBasics.xcscheme', 'FBSDKCoreKit_Basics/FBSDKCoreKit_Basics.xcodeproj/xcshareddata/xcschemes/FBSDKCoreKit_Basics-Dynamic.xcscheme', 'FBSDKCoreKit_Basics/FBSDKCoreKit_Basics.xcodeproj/xcshareddata/xcschemes/FBSDKCoreKit_Basics_TV-Dynamic.xcscheme', 'FBSDKCoreKit_Basics/project.yml', 'FBSDKGamingServicesKit.podspec', 'FBSDKGamingServicesKit/FBSDKGamingServicesKit.xcodeproj/project.pbxproj', 'FBSDKGamingServicesKit/FBSDKGamingServicesKit.xcodeproj/xcshareddata/xcschemes/FBSDKGamingServicesKit-Dynamic.xcscheme', 'FBSDKGamingServicesKit/FBSDKGamingServicesKit.xcodeproj/xcshareddata/xcschemes/FBSDKGamingServicesKit-Universal.xcscheme', 'FBSDKGamingServicesKit/FBSDKGamingServicesKit.xcodeproj/xcshareddata/xcschemes/FBSDKGamingServicesKit.xcscheme', 'FBSDKGamingServicesKit/FBSDKGamingServicesKit.xcodeproj/xcshareddata/xcschemes/FacebookGamingServices-Dynamic.xcscheme', 'FBSDKGamingServicesKit/FBSDKGamingServicesKit.xcodeproj/xcshareddata/xcschemes/LegacyGamingServices-Dynamic.xcscheme', 'FBSDKGamingServicesKit/LegacyGamingServices/FBSDKChooseContextContent.h', 'FBSDKGamingServicesKit/LegacyGamingServices/FBSDKChooseContextContent.m', 'FBSDKGamingServicesKit/LegacyGamingServices/FBSDKChooseContextDialog.m', 'FBSDKGamingServicesKit/LegacyGamingServices/FBSDKContextDialogPresenter.h', 'FBSDKGamingServicesKit/LegacyGamingServices/FBSDKContextDialogPresenter.m', 'FBSDKGamingServicesKit/LegacyGamingServices/FBSDKContextWebDialog.h', 'FBSDKGamingServicesKit/LegacyGamingServices/FBSDKContextWebDialog.m', 'FBSDKGamingServicesKit/LegacyGamingServices/FBSDKCreateContextContent.h', 'FBSDKGamingServicesKit/LegacyGamingServices/FBSDKCreateContextContent.m', 'FBSDKGamingServicesKit/LegacyGamingServices/FBSDKCreateContextDialog.h', 'FBSDKGamingServicesKit/LegacyGamingServices/FBSDKCreateContextDialog.m', 'FBSDKGamingServicesKit/LegacyGamingServices/FBSDKFriendFinderDialog.h', 'FBSDKGamingServicesKit/LegacyGamingServices/FBSDKFriendFinderDialog.m', 'FBSDKGamingServicesKit/LegacyGamingServices/FBSDKGamingContext.m', 'FBSDKGamingServicesKit/LegacyGamingServices/FBSDKGamingGroupIntegration.h', 'FBSDKGamingServicesKit/LegacyGamingServices/FBSDKGamingGroupIntegration.m', 'FBSDKGamingServicesKit/LegacyGamingServices/FBSDKGamingImageUploader.h', 'FBSDKGamingServicesKit/LegacyGamingServices/FBSDKGamingImageUploader.m', 'FBSDKGamingServicesKit/LegacyGamingServices/FBSDKGamingPayload.m', 'FBSDKGamingServicesKit/LegacyGamingServices/FBSDKGamingPayloadObserver.h', 'FBSDKGamingServicesKit/LegacyGamingServices/FBSDKGamingPayloadObserver.m', 'FBSDKGamingServicesKit/LegacyGamingServices/FBSDKGamingServiceCompletionHandler.h', 'FBSDKGamingServicesKit/LegacyGamingServices/FBSDKGamingServicesKit.h', 'FBSDKGamingServicesKit/LegacyGamingServices/FBSDKGamingVideoUploader.h', 'FBSDKGamingServicesKit/LegacyGamingServices/FBSDKGamingVideoUploader.m', 'FBSDKGamingServicesKit/LegacyGamingServices/FBSDKSwitchContextContent.h', 'FBSDKGamingServicesKit/LegacyGamingServices/FBSDKSwitchContextContent.m', 'FBSDKGamingServicesKit/LegacyGamingServices/FBSDKSwitchContextDialog.h', 'FBSDKGamingServicesKit/LegacyGamingServices/FBSDKSwitchContextDialog.m', 'FBSDKGamingServicesKit/LegacyGamingServices/Internal/FBSDKFileHandleCreating.h', 'FBSDKGamingServicesKit/LegacyGamingServices/Internal/FBSDKFileHandleFactory.h', 'FBSDKGamingServicesKit/LegacyGamingServices/Internal/FBSDKFileHandleFactory.m', 'FBSDKGamingServicesKit/LegacyGamingServices/Internal/FBSDKFileHandling.h', 'FBSDKGamingServicesKit/LegacyGamingServices/Internal/FBSDKGamingServiceController.h', 'FBSDKGamingServicesKit/LegacyGamingServices/Internal/FBSDKGamingServiceController.m', 'FBSDKGamingServicesKit/LegacyGamingServices/Internal/FBSDKGamingServiceControllerCreating.h', 'FBSDKGamingServicesKit/LegacyGamingServices/Internal/FBSDKGamingServiceControllerFactory.h', 'FBSDKGamingServicesKit/LegacyGamingServices/Internal/FBSDKGamingServiceControllerFactory.m', 'FBSDKGamingServicesKit/LegacyGamingServices/Internal/FBSDKGamingServicesCoreKitBasicsImport.h', 'FBSDKGamingServicesKit/LegacyGamingServices/Internal/FBSDKVideoUploader+VideoUploading.h', 'FBSDKGamingServicesKit/LegacyGamingServices/Internal/FBSDKVideoUploader.m', 'FBSDKGamingServicesKit/LegacyGamingServices/Internal/FBSDKVideoUploaderCreating.h', 'FBSDKGamingServicesKit/LegacyGamingServices/Internal/FBSDKVideoUploaderFactory.h', 'FBSDKGamingServicesKit/LegacyGamingServices/Internal/FBSDKVideoUploaderFactory.m', 'FBSDKGamingServicesKit/LegacyGamingServices/Internal/FBSDKVideoUploading.h', 'FBSDKGamingServicesKit/LegacyGamingServices/Internal/NSFileHandle+FileHandling.h', 'FBSDKGamingServicesKit/LegacyGamingServices/include/FBSDKContextCreateAsyncContent.h', 'FBSDKGamingServicesKit/LegacyGamingServices/include/FBSDKContextSwitchAsyncContent.h', 'FBSDKGamingServicesKit/LegacyGamingServices/include/FBSDKCreateContextContent.h', 'FBSDKGamingServicesKit/LegacyGamingServices/include/FBSDKSwitchContextContent.h', 'FBSDKGamingServicesKit/LegacyGamingServicesTests/ChooseContextDialogTests.swift', 'FBSDKGamingServicesKit/LegacyGamingServicesTests/CreateContextDialogTests.swift', 'FBSDKGamingServicesKit/LegacyGamingServicesTests/FBSDKFileHandleFactoryTests.swift', 'FBSDKGamingServicesKit/LegacyGamingServicesTests/FBSDKFriendFinderDialogTests.m', 'FBSDKGamingServicesKit/LegacyGamingServicesTests/FBSDKFriendFinderDialogTests.swift', 'FBSDKGamingServicesKit/LegacyGamingServicesTests/FBSDKGamingImageUploaderTests.m', 'FBSDKGamingServicesKit/LegacyGamingServicesTests/FBSDKGamingImageUploaderTests.swift', 'FBSDKGamingServicesKit/LegacyGamingServicesTests/FBSDKGamingVideoUploaderConfigurationTests.swift', 'FBSDKGamingServicesKit/LegacyGamingServicesTests/FBSDKGamingVideoUploaderTests.m', 'FBSDKGamingServicesKit/LegacyGamingServicesTests/FBSDKGamingVideoUploaderTests.swift', 'FBSDKGamingServicesKit/LegacyGamingServicesTests/FBSDKVideoUploaderFactoryTests.swift', 'FBSDKGamingServicesKit/LegacyGamingServicesTests/GamingPayloadObserverTests.swift', 'FBSDKGamingServicesKit/LegacyGamingServicesTests/Helpers/SampleError.swift', 'FBSDKGamingServicesKit/LegacyGamingServicesTests/Helpers/SampleURLs.swift', 'FBSDKGamingServicesKit/LegacyGamingServicesTests/Helpers/TestFileHandleFactory.swift', 'FBSDKGamingServicesKit/LegacyGamingServicesTests/Helpers/TestFileHandler.swift', 'FBSDKGamingServicesKit/LegacyGamingServicesTests/Helpers/TestGamingServiceControllerFactory.swift', 'FBSDKGamingServicesKit/LegacyGamingServicesTests/Helpers/TestVideoUploader.swift', 'FBSDKGamingServicesKit/LegacyGamingServicesTests/Helpers/TestVideoUploaderFactory.swift', 'FBSDKGamingServicesKit/LegacyGamingServicesTests/Interfaces/FBSDKApplicationDelegate+Testing.h', 'FBSDKGamingServicesKit/LegacyGamingServicesTests/Interfaces/FBSDKGamingImageUploader+Testing.h', 'FBSDKGamingServicesKit/LegacyGamingServicesTests/Interfaces/FBSDKGamingPayloadObserver+Testing.h', 'FBSDKGamingServicesKit/LegacyGamingServicesTests/Interfaces/FBSDKGamingVideoUploader+Testing.h', 'FBSDKGamingServicesKit/LegacyGamingServicesTests/LegacyGamingServicesTests-Bridging-Header.h', 'FBSDKGamingServicesKit/LegacyGamingServicesTests/SampleContextDialogs.swift', 'FBSDKGamingServicesKit/LegacyGamingServicesTests/SwitchContextDialogTests.swift', 'FBSDKGamingServicesKit/LegacyGamingServicesTests/TestWindowFinder.swift', 'FBSDKGamingServicesKit/project.yml', 'FBSDKGamingServicesKit/tests.yml', 'FBSDKLoginKit.podspec', 'FBSDKLoginKit/FBSDKLoginKit.xcodeproj/project.pbxproj', 'FBSDKLoginKit/FBSDKLoginKit.xcodeproj/xcshareddata/xcschemes/FBSDKLoginKit-Dynamic.xcscheme', 'FBSDKLoginKit/FBSDKLoginKit.xcodeproj/xcshareddata/xcschemes/FBSDKLoginKit-Universal.xcscheme', 'FBSDKLoginKit/FBSDKLoginKit.xcodeproj/xcshareddata/xcschemes/FBSDKLoginKit.xcscheme', 'FBSDKLoginKit/FBSDKLoginKit.xcodeproj/xcshareddata/xcschemes/FBSDKLoginKit_TV-Dynamic.xcscheme', 'FBSDKLoginKit/FBSDKLoginKit.xcodeproj/xcshareddata/xcschemes/FBSDKLoginKit_TV-Universal.xcscheme'];facebook/facebook-ios-sdk;2021-07-29T17:00:43Z;closed
